Time,Replica1,Replica2,Replica3
35100.0,2.4227,2.47393,2.42605
35200.0,2.42379,2.46955,2.43206
35300.0,2.42833,2.47791,2.44509
35400.0,2.43554,2.47752,2.43769
35500.0,2.42309,2.47123,2.43869
35600.0,2.43422,2.47697,2.43691
35700.0,2.42378,2.47799,2.44179
35800.0,2.43477,2.47355,2.43115
35900.0,2.45307,2.47296,2.43795
36000.0,2.43199,2.4674,2.44013
36100.0,2.43915,2.49047,2.42675
36200.0,2.45387,2.47875,2.43935
36300.0,2.43764,2.50097,2.4495
36400.0,2.43276,2.48542,2.454
36500.0,2.43628,2.49202,2.43763
36600.0,2.44422,2.4927,2.42769
36700.0,2.44886,2.49856,2.44133
36800.0,2.43215,2.5031,2.44524
36900.0,2.42331,2.48533,2.43839
37000.0,2.42438,2.49847,2.43738
37100.0,2.42787,2.48242,2.43528
37200.0,2.43389,2.48227,2.434
37300.0,2.42997,2.48105,2.43601
37400.0,2.43958,2.4679,2.42029
37500.0,2.43353,2.46138,2.423
37600.0,2.44398,2.45723,2.42341
37700.0,2.42236,2.4627,2.43296
37800.0,2.44688,2.47932,2.43181
37900.0,2.44221,2.4669,2.44087
38000.0,2.44174,2.46769,2.44782
38100.0,2.43859,2.46776,2.45023
38200.0,2.44048,2.47498,2.44188
38300.0,2.42874,2.47537,2.44378
38400.0,2.4394,2.47163,2.44998
38500.0,2.434,2.46591,2.43337
38600.0,2.42951,2.47355,2.43349
38700.0,2.43353,2.47417,2.42818
38800.0,2.44702,2.46459,2.43391
38900.0,2.43425,2.45585,2.44502
39000.0,2.42683,2.47887,2.43942
39100.0,2.4465,2.47249,2.43747
39200.0,2.4402,2.47643,2.43876
39300.0,2.44097,2.47229,2.44292
39400.0,2.42635,2.46977,2.4319
39500.0,2.42862,2.45782,2.43261
39600.0,2.42777,2.46428,2.42703
39700.0,2.42825,2.46062,2.43161
39800.0,2.41159,2.48701,2.42511
39900.0,2.43211,2.47816,2.43074
40000.0,2.43037,2.46942,2.43677
40100.0,2.43165,2.47043,2.43542
40200.0,2.43439,2.4624,2.43091
40300.0,2.43547,2.48885,2.43266
40400.0,2.43239,2.47293,2.42588
40500.0,2.44758,2.47046,2.42976
40600.0,2.42968,2.46356,2.4342
40700.0,2.43235,2.47061,2.44077
40800.0,2.43675,2.45138,2.4324
40900.0,2.43172,2.44661,2.43745
41000.0,2.44048,2.44832,2.42021
41100.0,2.42877,2.45472,2.43107
41200.0,2.45099,2.4672,2.41504
41300.0,2.44822,2.47507,2.43425
41400.0,2.44584,2.45976,2.44204
41500.0,2.43277,2.47238,2.44072
41600.0,2.43179,2.48254,2.44055
41700.0,2.42973,2.48662,2.44896
41800.0,2.43281,2.4826,2.43387
41900.0,2.43621,2.47973,2.43496
42000.0,2.43581,2.46946,2.4396
42100.0,2.44166,2.47091,2.43901
42200.0,2.43977,2.46969,2.43938
42300.0,2.43778,2.46462,2.44878
42400.0,2.43964,2.47059,2.43943
42500.0,2.42675,2.48387,2.43357
42600.0,2.43831,2.49015,2.44905
42700.0,2.43551,2.47915,2.4436
42800.0,2.44111,2.47095,2.44875
42900.0,2.44896,2.48483,2.44738
43000.0,2.45458,2.48531,2.44204
43100.0,2.45394,2.47608,2.4385
43200.0,2.45509,2.47197,2.43892
43300.0,2.4333,2.46157,2.44218
43400.0,2.45316,2.47071,2.44846
43500.0,2.43914,2.4894,2.43877
43600.0,2.44463,2.49406,2.44934
43700.0,2.44548,2.48637,2.44764
43800.0,2.43261,2.48826,2.4497
43900.0,2.44248,2.50202,2.42885
44000.0,2.44481,2.5052,2.44189
44100.0,2.44577,2.49858,2.43992
44200.0,2.44897,2.47593,2.43422
44300.0,2.44437,2.47302,2.446
44400.0,2.44596,2.49202,2.44145
44500.0,2.44712,2.4873,2.41927
44600.0,2.44483,2.48597,2.42336
44700.0,2.43954,2.48373,2.43636
44800.0,2.43656,2.49162,2.43783
44900.0,2.43714,2.47072,2.4448
45000.0,2.44595,2.50021,2.44444
45100.0,2.44189,2.49059,2.44904
45200.0,2.42018,2.46915,2.44331
45300.0,2.43604,2.47693,2.44423
45400.0,2.4234,2.48482,2.42786
45500.0,2.42583,2.47379,2.44311
45600.0,2.42935,2.47859,2.44466
45700.0,2.43997,2.49202,2.43177
45800.0,2.43531,2.49795,2.43073
45900.0,2.43169,2.49107,2.44253
46000.0,2.43256,2.47773,2.44254
46100.0,2.42994,2.47445,2.42146
46200.0,2.4403,2.47895,2.42448
46300.0,2.42748,2.45421,2.44152
46400.0,2.42851,2.45894,2.437
46500.0,2.43314,2.45706,2.44474
46600.0,2.42966,2.46375,2.44825
46700.0,2.42611,2.47094,2.43854
46800.0,2.41649,2.47384,2.42672
46900.0,2.41767,2.47138,2.41984
47000.0,2.4186,2.47939,2.42985
47100.0,2.41783,2.50061,2.42514
47200.0,2.41841,2.47207,2.43428
47300.0,2.42132,2.47403,2.4352
47400.0,2.43283,2.47335,2.44108
47500.0,2.43166,2.4668,2.42309
47600.0,2.42595,2.48102,2.44826
47700.0,2.42326,2.46945,2.43941
47800.0,2.42401,2.47027,2.4361
47900.0,2.40996,2.47065,2.43723
48000.0,2.41661,2.46843,2.43869
48100.0,2.43145,2.48275,2.43627
48200.0,2.4255,2.47821,2.44748
48300.0,2.45113,2.4834,2.43351
48400.0,2.44199,2.47431,2.44102
48500.0,2.43283,2.4687,2.44072
48600.0,2.43219,2.48735,2.44871
48700.0,2.43545,2.46867,2.43416
48800.0,2.43241,2.48156,2.44034
48900.0,2.42258,2.46909,2.44311
49000.0,2.42803,2.45935,2.42776
49100.0,2.41184,2.46957,2.42697
49200.0,2.42123,2.47228,2.44559
49300.0,2.44264,2.47255,2.43443
49400.0,2.45183,2.48979,2.42812
49500.0,2.44114,2.47854,2.44091
49600.0,2.43181,2.47062,2.43524
49700.0,2.42648,2.46922,2.42892
49800.0,2.42924,2.47704,2.44043
49900.0,2.42334,2.48757,2.4398
50000.0,2.41368,2.48733,2.44136
