     Time     Replica1     Replica2     Replica3
48200      381.617      406.244      426.713
48300      373.709      398.507      415.025
48400      448.058      426.236      408.702
48500      462.958      365.563      471.030
48600      406.879      388.836      432.610
48700      439.139      396.468      450.441
48800      438.199      386.773      512.053
48900      401.879      372.660      423.744
49000      384.327      402.216      437.324
49100      419.533      370.550      479.046
49200      391.640      359.771      425.622
49300      405.304      388.781      452.011
49400      444.324      330.862      479.357
49500      457.966      360.534      453.100
49600      404.558      398.810      456.955
49700      460.528      423.105      414.545
49800      454.029      439.427      391.121
49900      425.498      387.495      438.024
50000      439.222      405.395      439.360
